company_id,No.,profile_url,name,type,website,staff_count,follower_count,description,found_yr,HQ,city,province,industries,specialities,company_name,age_of_company,spec_len,certification_by,desc_len
3996977,13,https://www.linkedin.com/company/kangmei-pharmaceutical-co-ltd/,"Kangmei Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.kangmei.com.cn,917,1714,"Kangmei Pharma is a pharmaceuticals company based out of Shenzhen, GNG, China.",2001,CN,Shenzhen,GD,Pharmaceuticals,null,kangmei pharmaceutical ,20,4,n/a,78
1125406,14,https://www.linkedin.com/company/salubris-pharmaceuticals/,"Shenzhen Salubris Pharmaceuticals Co.,LTD",PUBLIC_COMPANY,http://www.salubris.cn,534,2830,"Salubris is a global integrated pharmaceutical group dedicated to the research, development, manufacture, marketing, distribution, and service of professional pharmaceutical and healthcare products to bring healthier and happier life to people worldwide through world-leading quality and innovations.   Shenzhen Salubris Pharmaceuticals Co., Ltd. is a professional pharmaceutical enterprise rooted in China and devoted to improving health worldwide. The company focuses on the newest generation of innovative and specialty medicine, and is an international organization possessing and continuously developing state-of-the-art technologies and products, and has been recognized as an advanced technology enterprise and innovative high-tech company.   The company has a team of high-caliber management, R&D, and marketing professionals. It has nationally approved modern GMP pharmaceutical manufacturing facilities, advanced equipment s and testing instruments, producing tablet, capsule, and injection formulations and active pharmaceutical ingredients, with subsidiary branches and marketing network throughout the country.",1998,CN,Shenzhen,GD,Pharmaceuticals,"RX for Cardiovascular,Interventional medical device,antibiotics,Bio-pharmaceutical",salubris pharmaceuticals ,23,82,n/a,1123
2062743,15,https://www.linkedin.com/company/dong-a-pharmaceutical-co.-ltd/,"Dong-A Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.donga.co.kr,306,2749,"Dong-A Pharmaceutical Co., Ltd.  Established in 1932,  Dong-A Pharm. has been the leading pharmaceutical company in South Korea with its business focus in developing, manufacturing and distributing innovative products for the healthier life of our society.  Headquartered in South Korea, Dong-A Pharm. employs over 2,300 people worldwide.  Business portfolio:  ETC, OTC + Bacchus (Energy Drink), Diagnostic & Medical Equipment, Bio-technology etc.  For more information, please visit our website:  www.donga.co.kr",1932,KR,Seoul,GD,Pharmaceuticals,"R&D,Manufacture,Distribution,Bio-technology",dong-a pharmaceutical ,89,43,n/a,513
5804609,17,https://www.linkedin.com/company/aohua-endoscopy-co-ltd/,"Aohua Endoscopy Co.,Ltd.",PARTNERSHIP,http://www.aohua.com/en,66,2953,"Aohua  Endoscopy Co., Ltd. was originally incorporated in 1994, a globally-renowned medical endoscope manufacturing company with products consisting of video endoscopy system, endoscopy peripheral equipment, endoscopic diagnosis and treatment device etc.  After 20-plus years of concentration and innovation, Aohua products have been distributed among GI Department, Respiration Department, E.N.T. Department, Emergency Room, Gynecology Department and more.",1994,CN,Shanghai,SH,Medical Device,"Flexible Endoscope, GI, pulmonology, ENT, Emergency Room, Gynecology and more.",aohua endoscopy ,27,78,n/a,457
3832736,18,https://www.linkedin.com/company/klarity-medical-&-equipment-co-ltd-/,"Klarity Medical & Equipment Co.,Ltd.",PUBLIC_COMPANY,https://www.klarity-medical.com/en/,33,1038,"With offices in China and USA, Klarity Medical manufactures and distributes a variety of products serving the needs of radiation therapists, occupational therapists, hand therapists, and other medical specialists. All items are manufactured at our state-of-the-art facility in Guangzhou, China, using the finest ingredients and materials from suppliers throughout the world.  All items are produced with strict ISO 13485 certification and in compliance with all FDA, CE and other international regulations.",2000,CN,Guangzhou,GD,Medical Device,"radiation oncology,patient positioning and immobilization,physical rehabilitation,low temperature thermoplastic,thermoplastic mask,splinting material",klarity medical & equipment ,21,149,CE(for medical devices),506
9183532,19,https://www.linkedin.com/company/tasly-pharmaceutica-group-co-ltd-/,"Tasly Pharmaceutica Group Co.,Ltd.",PUBLIC_COMPANY,http://www.tasly.com,768,1608,"Tasly Pharma is a pharmaceuticals company based out of TIANJIN. Tasly Pharma representatives, don’t miss out on opportunities to build relationships with members on LinkedIn. Claim your page, write a simple description, and share content to attract followers that can lead to new customers, brand fans, and future employees. Go here to get started: http://linkd.in/1DUpBvu",2000,CN,Tianjin,TJ,Pharmaceuticals,null,tasly pharmaceutica group ,21,4,n/a,372
7594616,20,https://www.linkedin.com/company/联医医疗科技（北京）有限公司/,"LyncMed Medical Technology Co.,Ltd",PRIVATELY_HELD,http://www.lyncmed.com,94,2393,"LyncMed is a medical consumables company providing a digital platform for manufacturers and retailers or customers, essentially linking both sides of the supply chain. We uniquely provide a uniform space for retailers or individual customers to directly communicate with manufacturers so that the process of selling and purchasing medical supplies is cost and time efficient for both parties. LyncMed is the provider of this communication platform and our highly efficient supply chain allows the process of communication to be easy for both the manufacturer and the retailer.  In the past 3 years LyncMed has already established overseas branches in the USA (LA, CA), Italy, Spain, Portugal, Turkey, Germany and Mexico. We have built overseas warehouses in these countries, thus, we are able to locally source products and meet customer demands as soon as possible. The whole order process is so efficient that our customers can expect to receive products as early as 24 hours from placing an order.  Our efficiency stems from the 10 product lines we have, each run by a highly dedicated professional team. The ultimate mission is to provide high quality healthcare products at the lowest cost possible for our customers.  Facebook: https://www.facebook.com/LyncMed/ Twitter: https://twitter.com/LyncMed1 Youtube: https://www.youtube.com/channel/UC_l80WM93hHClYym6VM0ndw",2015,CN,Beijing,BJ,Medical Device,"Healthcare,Medical Disposables,Medical Consumables,Nitrile Gloves,Non-woven products,Dental,Woundcare,Infection control Apparel",lyncmed medical technology ,6,127,n/a,1371
1777127,21,https://www.linkedin.com/company/Beijing-aeonmed-ltd./,"Beijing Aeonmed Co.,Ltd.",PRIVATELY_HELD,http://www.aeonmed.com/english.php,211,1841,"Beijing AEONMED CO., LTD. is a leading OR and ICU equipment manufacturer and medical system solutions supplier.   Production line are covered : 1. - Anesthesia and operation support ( anesthesia machine, operating table, surgical lights, patient monitor)                                                           2. - Emergency and critical care ( ventilator, infusion pump, syringe pump)                                            3. - Medical system solution (Laminar flow, environment configuration ,centralizes gas supply, process quality control, information integration.) 4. - Medical engineering equipment (ceiling pendant/supply beam, regional gas supply system, gas engineering components)  In 2008, one anesthesia machine designed and made by Aeonmed was successfully launched in the US market which made a breaking through for the Chinese anesthesia manufacturers. So far Aeonmed's products have been sold to more than 120 areas and countries, and 61 products have received the CE certificate.  We are proud that one of our emergency ventilator, Shangrila 510, was selected among almost the most famous brand around world as standby support for emergency use on every event spot, the total number was 175 units. In June 2013, Aeonmed’s intensive care ventilator gains the access to the US market. It is milestone of ventilator business developing in China. Independent innovation built Aeonmed's competitive ability. To date, over 800 patents have been approved or applied, including over 500 invention patents. Aeonmed maintaining a substantial annual increase of more than 100 patents. ""Reliable Quality, Thoughtful Service” is Aeonmed’s commitment to customers”, and “Guard life sincerely""​ is the sacred mission of Aeonmed.   Facing the future, Aeonmed people are working enthusiastically towards company's vision – to be ""the Operating Expert of OR & ICU""​.",2001,CN,Beijing,BJ,Medical Device,null,aeonmed ,20,4,CE(for medical devices),1873
6982224,24,https://www.linkedin.com/company/wondfo/,"Guangzhou Wondfo Biotech Co.,Ltd.",PUBLIC_COMPANY,http://en.wondfo.com.cn/,128,1880,"Founded in 1992 and listed in 2015, Wondfo is a fast-growing biotechnology company in China. Wondfo mainly focuses on rapid diagnostics in China but is looking for further development in other areas of the healthcare industry.   Besides the headquarter in Guangzhou, Wondfo also owns 2 overseas labs, 1 branch in Chicago, and 11 overseas offices. After many years’ efforts in delivering high-quality products and services, Wondfo has won a good reputation around the world. In production, Wondfo strictly complies with national and international regulations and standards. We have got CE certificates, FDA certificates, FSC certificates, ISO 9001:2008, and ISO 13485:2012 quality system certification.   Wondfo attaches great importance to research and development and sees innovation as the soul of the enterprise’s development. So far, Wondfo has 530+ highly-qualified researchers and over 30% of the staff have obtained master's and doctorate degrees from prestigious universities worldwide. Wondfo also has built R&D laboratories in Guangzhou and San Diego.   With our advanced production lines and highly experienced staff, Wondfo’s daily production capacity of test kits reaches 1.5 million. Wondfo also provides a number of customized services to professional distributors and partnering affiliates.   Wondfo provides high-quality products at a very competitive price, together with professional technical support and counseling service. Currently, Wondfo has customers in more than 120 countries and areas.  It is our commitment to safeguarding the health and improving lives with better products, services, and solutions. With more than 3000 dedicated employees, we'll continue to innovate and shape the future of POCT and healthcare.",1992,CN,Guangzhou,GD,Medical Device,"Point of Care Tests,Rapid diagnosis,Medical & Health",wondfo biotech ,29,52,CE(for medical devices),1743
529624,25,https://www.linkedin.com/company/orient-europharma-co.-ltd/,"Orient Europharma Co.,Ltd",PUBLIC_COMPANY,http://www.oepgroup.com,194,1613,"Orient Europharma. Co., Ltd. Headquartered in Taipei, Taiwan, is a specialty pharmaceutical company focused in commercialization of our partner’s product. Our current partners in the region includes the following: Almirall, Chiesi, Elan, Pfizer, Kissei, NaonCarrier, Pierre Fabre, , Recordati, Q-med & UCB.  In 2010, We stands among top 30 pharmaceutical companies in both Taiwan and Philippines based on IMS survey. Our sales turnover was over $125 million U.S. dollars, and our business incorporates not only sales, also the manufacturing (with two large manufacturing plants), marketing, and distribution of ethical and OTC products.   With Subsidiaries across Hong Kong, Malaysia, Singapore, Philippines and a strong sales network of 360 dedicated and experienced sales representatives, we have the ability and expertise to introduce our partners’ product in the South East Asia Region.   Orient Europharma. Co. is a fully-integrated research, production and sales organization. Our key of success lays on our employee’s enthusiasm and professionalism who took pride in their in day to day work knowing their contribution makes a difference to patients.",1982,TW,Taipei,GD,Pharmaceuticals,Commercialization marketing,orient europharma ,39,27,n/a,1157
13409551,26,https://www.linkedin.com/company/浙江华海药业股份有限公司/,"Zhejiang Huahai Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.huahaipharm.com/,321,1522,"Zhejiang Huahai Pharmaceutical Co.,Ltd. is a multinational enterprise, committed to providing high-quality medical and health products to patients around the world. The company is mainly engaged in the development, production and sales of APIs (Active Pharmaceutical ingredients), intermediates and medical preparations that cover fields such as cardiovascular, psychiatric, anti-virus and anti-histamine. Currently, the company has owned more than 30 subsidiaries and has built long-term cooperative relationships with over 500 pharmaceutical companies around the world. As one of the leading enterprises, Huahai Pharmaceutical is the first pharmaceutical company in China that receives FDA approvals for generic drugs.",1989,CN,Linhai,ZJ,Pharmaceuticals,"Medical preparation,API,Chemical drugs,Biological drugs,Pharmaceutical packaging,Trade circulation,Intermediate, cardiovascular, neurology, anti-virus and anti-histamine",zhejiang huahai pharmaceutical ,32,169,FDA,720
2876018,27,https://www.linkedin.com/company/angel-yeast/,Angel yeast,PUBLIC_COMPANY,https://en.angelyeast.com,627,3119,"Angel Yeast Co., Ltd. is a high-tech listed company specialized in yeast biotech product business. It is the leading company in the yeast industry in China and the third largest yeast manufacturer in the world. Angel has 12 holding subsidiaries in Hubei, Guangxi, Xinjiang, Shandong, Inner Mongolia, Yunnan, Henan, Hong Kong in China, Cairo in Egypt and Lipetsk in Russia.  It has achieved global information-based operations through the SAP-ERP and CRM systems. It has established a number of application technology service centers and product experience centers to provide solutions of products and services for more than 140 countries and regions.  Globalization strategy Angel's globalization strategy requires that all Angel's businesses should be global oriented, with all-round advances in management, capital, manufacturing, market, and talent. In this way, Angel's advanced technical knowledge is shared through global trade to help customers and users in the world to create more opportunities for making profit and improving production.  ●Angel has built 11 plants in Asia, Africa, and Europe. ●In addition, it has 8 headquarters and 10 technology centers in the world. ●It has set up sales network in more than 150 countries and regions. ●Angel has been using the SAP system for globalization management. ●Angel participates in more than 100 exhibitions around the world every year to contact with customers. ●Angel has more than 300 engineers of application technology to serve the customers around the globe. ●Angel has over 8600 employees of 23 ethnic groups and 12 nationalities in the world.",1986,CN,Yichang,HB,Biotechnology,"Baker's yeast and ingredients,Brewing yeast and ingredients,Yeast extract -Savoury,Yeast for animal nutrition,Enzymes,· Microbial nutrition ,Human health,· Distilled spirits & Biofuels ,Chinese dimsum & Seasonings,Wine yeast and ingredients,Comastic ingredients,Fubon plant nutrition",angel yeast,35,283,n/a,1608
9300559,28,https://www.linkedin.com/company/contec-medical-systems-co-ltd/,"CONTEC MEDICAL SYSTEMS CO.,LTD",PRIVATELY_HELD,http://www.contecmed.com,118,601,"Contec Medical Systems Co., Ltd. (hereinafter referred to as CONTEC) focusing on research, manufacture and distribution of medical instruments, was founded in 1992 as a high-tech company. And we are dedicating to research, manufacture and distribution of medical devices, now we have developed more than 20-category products containing Pulse Oximeter, Sphygmomanometer, ECG, EEG, Ultrasound Equipment, Patient Monitor and Image Equipment,etc.",1992,CN,Qinhuangdao,HE,Medical Device,null,contec medical systems ,29,4,n/a,442
3997046,29,https://www.linkedin.com/company/sichuan-kelun-pharmaceutical-co-ltd-/,"Kelun Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.kelun.com,343,1148,"Sichuan Kelun Pharma is a pharmaceuticals company based out of Chengdu, SIC, China.",1992,CN,Chengdu,SC,Pharmaceuticals,null,kelun pharmaceutical ,29,4,n/a,83
29253412,30,https://www.linkedin.com/company/yangtzeriverpharmaceuticalgrouppharmaceuticalcoltd./,"Yangtze River Pharmaceutical Group Pharmaceutical Co.,Ltd.",SELF_OWNED,http://www.yangzijiang.com,1074,1125,"Founded in 1971, Yangtze River Pharmaceutical Group (hereinafter referred to as YRPG) is a Chinese giant pharmaceutical group listed by Ministry of Science and Technology as one of the first Innovative Enterprises of China. YRPG, headquartered in Taizhou City, Jiangsu Province, owns over 20 subsidiaries with over 16000 employees in total located in Taizhou, Beijing, Shanghai, Nanjing, Guangzhou, Chengdu, Suzhou, CHangzhou, etc. Sales network covers all the provinces, cities and autonomous regions except Taiwan. YRPG always devotes itself to offer products and services of high quality and efficiency to the society, fulfilling the core values of “Create High Quality, Benefit the Public, Keep Continuous Innovation, Pursue Consummate Excellence”. From 2014 to 2018, YRPG ranked the first place among Top 100 Enterprises of China Pharmaceutical Industry for 5 consecutive years published by Ministry of Industry and Information Technology of China. In 2016, YRPG achieved the double winners of China Brand Evaluation in bio-pharmaceutical field for both Brand Value and Brand Power. In 2019, YRPG achieved the double winners in China pharmaceutical field again with Brand Value of RMB 42.869 billion and Brand Power of 980 points. In the development of over 4 decades, YRPG was also honored Nomination of China Quality Award, Global Performance Excellence Award (World Class), National Enterprise of “Keeping Promise & Honoring Contracts”, etc.",1971,CN,Taizhou,JS,Pharmaceuticals,"Pharmaceuticals, innovative drugs, generic drugs, synthetic drugs",yangtze river pharmaceutical group pharmaceutical ,50,65,n/a,1449
3995351,31,https://www.linkedin.com/company/china-resource-sanjiu-medical-&-pharmaceutical-co-ltd/,"China Resource Sanjiu Medical & Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.999.com.cn,399,1138,"China Resource Sanjiu Medical & Pharmaceutical is a pharmaceuticals company based out of Shenzhen, GD | Guangdong, China.",1971,CN,Shenzhen,GD,Pharmaceuticals,null,china resource sanjiu medical & pharmaceutical ,50,4,n/a,121
14403963,32,https://www.linkedin.com/company/medcaptain-medical-technology/,"Medcaptain Medical Technology Co.,Ltd",PRIVATELY_HELD,https://www.medcaptain.com/en,80,966,"Founded as an ""Integrated Perioperative Solutions Provider""​ in 2011, Medcaptain Medical Technology Co., Ltd. (Medcaptain) is dedicated to pursuing innovation in 4 key fields: Medcation Delivery，In-Vitro Diagnostics，DVT Prevention and Airway Management . Collaborating with professors and doctors from renowned universities in China and abroad, and their affiliated hospitals, we vow to make Medcaptain a leader in the medical device industry.",2011,CN,Shenzhen,GD,Medical Device,"Medical equipment,infusion system,In Vitro Diagnostics,Rehabilitation Care,inhalative sedation ,volatile anesthetics,DVT prevention ,medical devices,infusion technology,intravenous anesthesia,infusion pump,vein illuminator,coagulation analyzer,DVT prevention pump,medical solutions,enteral feeding pump,medical technology",medcaptain medical technology ,10,321,n/a,443
332609,33,https://www.linkedin.com/company/guilin-pharmaceutical-co.-ltd./,"Guilin Pharmaceutical Co.,Ltd.",PRIVATELY_HELD,http://www.guilinpharma.com,103,1390,Making progress for your health.,2011,CN,Shenzhen,GD,Pharmaceuticals,null,guilin pharmaceutical ,10,4,n/a,32
