company_id,No.,profile_url,name,type,website,staff_count,follower_count,description,found_yr,HQ,city,province,industries,specialities,company_name,age_of_company,therapeutic_area
5804609,17,https://www.linkedin.com/company/aohua-endoscopy-co-ltd/,"Aohua Endoscopy Co.,Ltd.",PARTNERSHIP,http://www.aohua.com/en,66,2953,"Aohua  Endoscopy Co., Ltd. was originally incorporated in 1994, a globally-renowned medical endoscope manufacturing company with products consisting of video endoscopy system, endoscopy peripheral equipment, endoscopic diagnosis and treatment device etc.  After 20-plus years of concentration and innovation, Aohua products have been distributed among GI Department, Respiration Department, E.N.T. Department, Emergency Room, Gynecology Department and more.",1994,CN,Shanghai,SH,Medical Device, pulmonology,aohua endoscopy ,27,pulmonology
3832736,18,https://www.linkedin.com/company/klarity-medical-&-equipment-co-ltd-/,"Klarity Medical & Equipment Co.,Ltd.",PUBLIC_COMPANY,https://www.klarity-medical.com/en/,33,1038,"With offices in China and USA, Klarity Medical manufactures and distributes a variety of products serving the needs of radiation therapists, occupational therapists, hand therapists, and other medical specialists. All items are manufactured at our state-of-the-art facility in Guangzhou, China, using the finest ingredients and materials from suppliers throughout the world.  All items are produced with strict ISO 13485 certification and in compliance with all FDA, CE and other international regulations.",2000,CN,Guangzhou,GD,Medical Device,radiation oncology,klarity medical & equipment ,21,oncology
13409551,26,https://www.linkedin.com/company/浙江华海药业股份有限公司/,"Zhejiang Huahai Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.huahaipharm.com/,321,1522,"Zhejiang Huahai Pharmaceutical Co.,Ltd. is a multinational enterprise, committed to providing high-quality medical and health products to patients around the world. The company is mainly engaged in the development, production and sales of APIs (Active Pharmaceutical ingredients), intermediates and medical preparations that cover fields such as cardiovascular, psychiatric, anti-virus and anti-histamine. Currently, the company has owned more than 30 subsidiaries and has built long-term cooperative relationships with over 500 pharmaceutical companies around the world. As one of the leading enterprises, Huahai Pharmaceutical is the first pharmaceutical company in China that receives FDA approvals for generic drugs.",1989,CN,Linhai,ZJ,Pharmaceuticals, cardiovascular,zhejiang huahai pharmaceutical ,32,cardiology
13409551,26,https://www.linkedin.com/company/浙江华海药业股份有限公司/,"Zhejiang Huahai Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.huahaipharm.com/,321,1522,"Zhejiang Huahai Pharmaceutical Co.,Ltd. is a multinational enterprise, committed to providing high-quality medical and health products to patients around the world. The company is mainly engaged in the development, production and sales of APIs (Active Pharmaceutical ingredients), intermediates and medical preparations that cover fields such as cardiovascular, psychiatric, anti-virus and anti-histamine. Currently, the company has owned more than 30 subsidiaries and has built long-term cooperative relationships with over 500 pharmaceutical companies around the world. As one of the leading enterprises, Huahai Pharmaceutical is the first pharmaceutical company in China that receives FDA approvals for generic drugs.",1989,CN,Linhai,ZJ,Pharmaceuticals, neurology,zhejiang huahai pharmaceutical ,32,urology
3997953,34,https://www.linkedin.com/company/guangdong-biolight-meditech-co-ltd-/,"Guangdong Biolight Meditech Co.,Ltd.",PUBLIC_COMPANY,http://www.blt.com.cn,92,1266,"BIOLIGH was IPO since 2011 and is currently trading in the Shenzhen STOCK EXCHANGE. Founded in 1993, BIOLIGHT is an internationally established leading provider in medical devices, medical consumables and healthcare solutions. At BIOLIGHT, we look beyond the technology to the experience of dedicated healthcare professionals and find inspirations in the needs of our customers. That is why BIOLIGHT has continued to be considered as a leading innovator in the areas of patient monitoring and emergency responds, Hemodialysis renal care, and digital health homecare solutions.        Biolight, with headquarter in Zhuhai China, has a firm global RND, Marketing, Sales and Service presents. Biolight has established 8 researches and manufacturing plants, 12 subsidiaries, and oversea sales branches covering sales and services in Asia, Africa, Europe, North America, and Latin America expanding over 135 countries and counting.BIOLIGHT established 7 high-techs manufacturing campus across China with a combine area of 1,898,000 sqm conveniently and efficiently deliver quality products across the country and across the globe.    BIOLIGHT maintains many long term relationships with top universities, global health organizations, health and social responsibility organizations actively involves in educations, humanitarian mission, and patient care social projects. Fulfilling corporate social responsibility is one of our core missions at BIOLIGHT. As an integral part of global economic ecosystem, BIOLIGHT has made constant effort to contribute to public welfare in China and across, focusing largely in: access to education, access to technology, public health, and sustaining communities. BIOLIGHT will continue to maximize the impact of our corporate responsibility programs by leveraging our unique company resource in biomedical engineering and digital health creating a platform to better focusing on generating values for our society.",1993,CN,Zhuhai,GD,Medical Device,hemodialysis ,biolight meditech ,28,hematology
7929223,36,https://www.linkedin.com/company/ixensor/,"iXensor Co.,Ltd.",PUBLIC_COMPANY,https://inner.ixensor.com/pixotest-rapid-covid-19-antigen-test.html,33,940,"iXensor is the global pioneer of mobile health.   We turn ordinary smartphones into versatile lab-grade medical diagnostic devices for point-of-care testing and at-home self-testing solutions. PixoTest®, our first product, is also the world's first FDA approved smartphone camera-based blood test dated back in 2017.   Founded at Stanford University, Palo Alto, and incorporated in Taipei, Taiwan, in 2012, our international team combines expertise in medical engineering, biochemistry, and information technology to develop innovative health-tech products and digital health solutions that empower the connected healthcare of tomorrow.  Our product lines cover Women’s Health, Chronic, and Infectious Diseases and are all powered by our core technology - PixoTech® platform. It serves as our engine for the next phase of growth.  We have received many international awards for our innovation, and our business has also been accelerated by Merck Accelerator, Plug & Play’s Creasphere, and Johnson & Johnson Innovation’s JLABs.   【Mission】 Facilitate data-driven healthcare with instant medical tests and seamless data synchronization.   【Vision】 Make quality healthcare accessible and timely.",2012,TW,Taipei,null,Medical Device, Infectious Diseases,ixensor ,9,infectious_diseases
10060708,37,https://www.linkedin.com/company/Shanghai-acebright-pharmaceuticals-group-co--ltd-/,"Acebright Pharmaceuticals Group Co.,Ltd.",PRIVATELY_HELD,http://www.acebright.com/,143,1032,"Shanghai Acebright Pharmaceuticals Group Co.,Ltd. (formerly Shanghai Desano Group) was founded in 1996. We are an innovative pharmaceutical enterprise with influential brand in the healthcare industry. Headquartered in Shanghai Zhangjiang Hi-Tech Park, Acebright has established a number of GMP standard manufacturing sites in China (Shanghai , Dafeng, Qidong, Chifeng) and India (Bangalore, Goa) to provide high quality products and related services to our customers worldwide. Among the subsidiaries of Acebright , five companies have been granted as provincial High Enterprises, seven companies have obtained GMP certificates of CFDA, three manufacturing facilities are approved by US FDA. Acebright continuously invests in technology innovation and development. We have set up a corporate R&D Center, a state-level Enterprise Technology Center, the National Key Laboratory of Antibody Drugs Research and Post doctoral Research Station to build solid foundation for the company’s growth.  We have set up two business platforms (B-to-B platform and B-to-C platform) to meet the demands of all our clients around the world. Through the B-to-B platform, we focus on the business of pharmaceutical intermediates, APIs, nutritional ingredients, and CRO and CMO services. Acebright has set up an integrated and highly efficient operation system from R&D, manufacturing to sales & marketing to provide high quality products and professional services to our customers and partners in the pharmaceutical and nutraceutical business. The B-to-C platform is dedicated to providing finished drug products of Oncology, anti-HIV/AIDS, Penem, Monoclonal antibody drugs and other biological products to our worldwide customers (doctors and patients).  At Acebright, “We care for life,We work for human health”. Driven by technology innovation and global vision, Acebright strives to be a reliable partner for your pharmaceutical business.",1996,CN,Shanghai,SH,Pharmaceuticals, oncology,acebright pharmaceuticals group ,25,oncology
13590582,49,https://www.linkedin.com/company/green-valley-pharma/,"Shanghai Green Valley Pharmaceutical CO.,LTD",PRIVATELY_HELD,http://www.shgvp.com/,126,975,"Headquartered in Shanghai Zhangjiang Science City, Green Valley Pharmaceuticals is an innovative Chinese pharmaceutical company focusing on the R&D and production of sugar drugs. Since its establishment in 1997, Green Valley Pharmaceuticals has always adhered to the path of independent innovation centered on originality. In order to meet the unending demand for the treatment of complex diseases, Green Valley Pharmaceuticals adheres to the sacred mission of ""only the most anticipated drug for mankind"", strives to explore the common pathogenesis of chronic complex diseases, focuses on the research and development of sugar drugs, builds a brain platform, and contributes to patients worldwide A Chinese health program with brain health as its core value. In China, Green Valley Pharmaceutical's business focuses mainly on the diagnosis and treatment of complex diseases, including neuropsychiatric diseases, cardiovascular diseases and tumor immunity. The company has about 1,500 employees nationwide, has invested in GMP production bases in Qingpu, Shanghai and Benxi, Liaoning, and has the world's first sugar drug raw materials and preparation workshops. The company invests 10% of its sales revenue into research and development every year, and has established an innovative team led by an academician, focusing on sugar drug research and development and brain disease research-Green Valley Research Institute. At present, Green Valley Research Institute has established a world-leading technology platform for carbohydrate drug research and development and a pipeline of original sugar drugs.",1997,CN,Shanghai,SH,Pharmaceuticals,neurology,green valley pharmaceutical ,24,urology
13590582,49,https://www.linkedin.com/company/green-valley-pharma/,"Shanghai Green Valley Pharmaceutical CO.,LTD",PRIVATELY_HELD,http://www.shgvp.com/,126,975,"Headquartered in Shanghai Zhangjiang Science City, Green Valley Pharmaceuticals is an innovative Chinese pharmaceutical company focusing on the R&D and production of sugar drugs. Since its establishment in 1997, Green Valley Pharmaceuticals has always adhered to the path of independent innovation centered on originality. In order to meet the unending demand for the treatment of complex diseases, Green Valley Pharmaceuticals adheres to the sacred mission of ""only the most anticipated drug for mankind"", strives to explore the common pathogenesis of chronic complex diseases, focuses on the research and development of sugar drugs, builds a brain platform, and contributes to patients worldwide A Chinese health program with brain health as its core value. In China, Green Valley Pharmaceutical's business focuses mainly on the diagnosis and treatment of complex diseases, including neuropsychiatric diseases, cardiovascular diseases and tumor immunity. The company has about 1,500 employees nationwide, has invested in GMP production bases in Qingpu, Shanghai and Benxi, Liaoning, and has the world's first sugar drug raw materials and preparation workshops. The company invests 10% of its sales revenue into research and development every year, and has established an innovative team led by an academician, focusing on sugar drug research and development and brain disease research-Green Valley Research Institute. At present, Green Valley Research Institute has established a world-leading technology platform for carbohydrate drug research and development and a pipeline of original sugar drugs.",1997,CN,Shanghai,SH,Pharmaceuticals, cardiovascular diseases,green valley pharmaceutical ,24,cardiology
13590582,49,https://www.linkedin.com/company/green-valley-pharma/,"Shanghai Green Valley Pharmaceutical CO.,LTD",PRIVATELY_HELD,http://www.shgvp.com/,126,975,"Headquartered in Shanghai Zhangjiang Science City, Green Valley Pharmaceuticals is an innovative Chinese pharmaceutical company focusing on the R&D and production of sugar drugs. Since its establishment in 1997, Green Valley Pharmaceuticals has always adhered to the path of independent innovation centered on originality. In order to meet the unending demand for the treatment of complex diseases, Green Valley Pharmaceuticals adheres to the sacred mission of ""only the most anticipated drug for mankind"", strives to explore the common pathogenesis of chronic complex diseases, focuses on the research and development of sugar drugs, builds a brain platform, and contributes to patients worldwide A Chinese health program with brain health as its core value. In China, Green Valley Pharmaceutical's business focuses mainly on the diagnosis and treatment of complex diseases, including neuropsychiatric diseases, cardiovascular diseases and tumor immunity. The company has about 1,500 employees nationwide, has invested in GMP production bases in Qingpu, Shanghai and Benxi, Liaoning, and has the world's first sugar drug raw materials and preparation workshops. The company invests 10% of its sales revenue into research and development every year, and has established an innovative team led by an academician, focusing on sugar drug research and development and brain disease research-Green Valley Research Institute. At present, Green Valley Research Institute has established a world-leading technology platform for carbohydrate drug research and development and a pipeline of original sugar drugs.",1997,CN,Shanghai,SH,Pharmaceuticals, tumor immunity,green valley pharmaceutical ,24,oncology
13714154,51,https://www.linkedin.com/company/nexus-pharma/,"Nexus Pharma co.,ltd.",PRIVATELY_HELD,http://www.nexus-pharma.com,13,1110,"Nexus Pharma co., ltd. works to bring the global pharmaceutical community closer together. From small businesses to major pharmaceutical manufacturers, we bring you the highest quality of every pharmaceutical product available in Korea.",2016,KR,Seoul,null,Pharmaceuticals,Dermatology,nexus pharma ,5,dermatology
8195786,52,https://www.linkedin.com/company/jiangsu-hansoh-pharmaceutical-co-ltd-/,"Jiangsu Hansoh Pharmaceutical Group Co.,Ltd.",PRIVATELY_HELD,http://www.hansoh.cn,321,903,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd. was established in July, 1995. It has developed into a new pharmaceutical group featuring R&D, manufacture, sales and pharmaceutical investment of drugs. There are more than 40 products launched into the market which cover six therapeutic categories: oncology, antibiotics, psychotropic, antidiabetics, gastro-intestinal and cardiovascular area.   Since its inception, Hansoh has evolved into a flagship enterprise for R&D and production in China, a Top 30 enterprise of China's Pharmaceutical Industry, and one of the most innovative pharmaceutical enterprises in China.    Adhering to the concept of management innovation, technology innovation and product innovation, Hansoh will accelerate collection and fusion of development factors including top-level talents, innovative technology and lean manufacturing, along with peers in the international pharmaceutical field, hand in hand and shoulder by shoulder, to jointly endeavor bravely to contribute wisdom and strength to health of mankind.",1995,CN,Lianyungang,JS,Pharmaceuticals, antidiabetics,hansoh pharmaceutical group ,26,diabetes
8195786,52,https://www.linkedin.com/company/jiangsu-hansoh-pharmaceutical-co-ltd-/,"Jiangsu Hansoh Pharmaceutical Group Co.,Ltd.",PRIVATELY_HELD,http://www.hansoh.cn,321,903,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd. was established in July, 1995. It has developed into a new pharmaceutical group featuring R&D, manufacture, sales and pharmaceutical investment of drugs. There are more than 40 products launched into the market which cover six therapeutic categories: oncology, antibiotics, psychotropic, antidiabetics, gastro-intestinal and cardiovascular area.   Since its inception, Hansoh has evolved into a flagship enterprise for R&D and production in China, a Top 30 enterprise of China's Pharmaceutical Industry, and one of the most innovative pharmaceutical enterprises in China.    Adhering to the concept of management innovation, technology innovation and product innovation, Hansoh will accelerate collection and fusion of development factors including top-level talents, innovative technology and lean manufacturing, along with peers in the international pharmaceutical field, hand in hand and shoulder by shoulder, to jointly endeavor bravely to contribute wisdom and strength to health of mankind.",1995,CN,Lianyungang,JS,Pharmaceuticals, cardiovascular area,hansoh pharmaceutical group ,26,cardiology
30889102,55,https://www.linkedin.com/company/medko-korea/,"MEDKO CO.,LTD.",SELF_OWNED,http://www.medko.co.kr,2,965,"We are specialized in exporting medical devices developed and manufactured in Korea. To provide customers with high quality and special price of Korean products. Also, we can quickly find the products you want with high quality and special price. Our goal is to maximize our customers' profits and quickly deliver the products they want.  And Development and manufacture of low-temperature plasma sterilizer  I am the new advanced Plasma Sterilizer manufacturer(med&people Co., Ltd) in Korea and would like to make the new good business with you.   Why you have to choose med&people's Plasma Sterilizer?   Increase performance and reliability and lower product prices.  And  The lower price system and consumable than competitors  Sterilizer that is harmless to the users and patients  Environment-friendly sterilizer that does not produce air pollution  Capable of coping with International Convention on Environment/ Regulations actively  Easy to use/Compact size  I wish you success. Thank you.",2019,KR,Hongseong,null,Medical Device,Skin care,medko ,2,dermatology
54303987,62,https://www.linkedin.com/company/joysbio/,"JOYSBIO Biotechnology CO.,LTD.",PRIVATELY_HELD,https://en.joysbio.com,7,806,"JOYSBIO (Tianjin) Biotechnology Co., Ltd. is an R&D-focused Chinese biotechnology company that develops, manufactures, and supplies high-quality lateral flow in-vitro diagnostic (IVD) rapid test kits as well as revolutionary customized reagent kits to all parts of the world. JOYSBIO was founded by a team of professionals with vast combined experiences in research, marketing/sales, operational, and manufacturing in the point-of-care (POC) device industry. JOYSBIO offers high quality but cost-effective lateral flow rapid test products including test cassettes, strips, and uncut sheets. Our in-vitro diagnostic rapid test products screen for a wide range of targets, including infectious diseases, tumor markers, cardiac markers, the drug of abuse, and fertility. JOYSBIO’s vision is to provide the best quality rapid test kits and to expand our markets internationally by forming strategic alliances and entering into partnerships with distributors worldwide.",2010,CN,Tianjin,TJ,Biotechnology, infectious diseases,joysbio biotechnology ,11,infectious_diseases
54303987,62,https://www.linkedin.com/company/joysbio/,"JOYSBIO Biotechnology CO.,LTD.",PRIVATELY_HELD,https://en.joysbio.com,7,806,"JOYSBIO (Tianjin) Biotechnology Co., Ltd. is an R&D-focused Chinese biotechnology company that develops, manufactures, and supplies high-quality lateral flow in-vitro diagnostic (IVD) rapid test kits as well as revolutionary customized reagent kits to all parts of the world. JOYSBIO was founded by a team of professionals with vast combined experiences in research, marketing/sales, operational, and manufacturing in the point-of-care (POC) device industry. JOYSBIO offers high quality but cost-effective lateral flow rapid test products including test cassettes, strips, and uncut sheets. Our in-vitro diagnostic rapid test products screen for a wide range of targets, including infectious diseases, tumor markers, cardiac markers, the drug of abuse, and fertility. JOYSBIO’s vision is to provide the best quality rapid test kits and to expand our markets internationally by forming strategic alliances and entering into partnerships with distributors worldwide.",2010,CN,Tianjin,TJ,Biotechnology, tumor markers,joysbio biotechnology ,11,oncology
54303987,62,https://www.linkedin.com/company/joysbio/,"JOYSBIO Biotechnology CO.,LTD.",PRIVATELY_HELD,https://en.joysbio.com,7,806,"JOYSBIO (Tianjin) Biotechnology Co., Ltd. is an R&D-focused Chinese biotechnology company that develops, manufactures, and supplies high-quality lateral flow in-vitro diagnostic (IVD) rapid test kits as well as revolutionary customized reagent kits to all parts of the world. JOYSBIO was founded by a team of professionals with vast combined experiences in research, marketing/sales, operational, and manufacturing in the point-of-care (POC) device industry. JOYSBIO offers high quality but cost-effective lateral flow rapid test products including test cassettes, strips, and uncut sheets. Our in-vitro diagnostic rapid test products screen for a wide range of targets, including infectious diseases, tumor markers, cardiac markers, the drug of abuse, and fertility. JOYSBIO’s vision is to provide the best quality rapid test kits and to expand our markets internationally by forming strategic alliances and entering into partnerships with distributors worldwide.",2010,CN,Tianjin,TJ,Biotechnology, cardiac markers,joysbio biotechnology ,11,cardiology
